,index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
490,490,2000-05-29,10:00,0.0,1002.3,1002.3,1001.6,-9999,24.1,23.6,24.1,23.8,23.6,23.2,97,96,97,320,0.8,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
491,491,2000-05-29,11:00,0.0,1003.0,1003.0,1002.3,155,25.1,23.7,25.1,24.1,23.7,23.5,97,91,92,278,1.3,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
492,492,2000-05-29,12:00,0.0,1004.1,1004.1,1003.0,450,26.6,24.2,26.6,25.1,24.4,23.6,93,85,87,315,1.2,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
493,493,2000-05-29,13:00,0.0,1004.4,1004.4,1004.1,1348,28.0,24.3,28.4,26.7,24.6,23.7,87,77,80,289,1.8,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
494,494,2000-05-29,14:00,4.0,1004.4,1004.7,1004.3,927,27.0,24.1,28.3,25.6,25.0,23.3,92,78,84,180,6.1,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
495,495,2000-05-29,15:00,0.0,1003.7,1004.4,1003.7,3001,29.4,23.6,29.7,27.0,25.0,22.9,86,68,71,83,3.5,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
496,496,2000-05-29,16:00,0.0,1002.5,1003.7,1002.5,3245,30.6,24.2,30.7,29.5,25.2,23.2,76,66,69,123,3.9,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
497,497,2000-05-29,17:00,0.0,1001.5,1002.5,1001.5,2379,30.1,22.9,30.6,29.8,24.8,22.8,73,65,65,79,3.3,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
498,498,2000-05-29,18:00,0.0,1001.1,1001.5,1001.0,935,29.3,23.0,30.2,29.3,24.0,22.5,73,65,69,72,3.1,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
499,499,2000-05-29,19:00,0.0,1000.9,1001.0,1000.7,496,27.5,22.8,29.3,27.4,24.7,22.7,82,68,76,199,2.5,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
500,500,2000-05-29,20:00,0.0,1001.3,1001.3,1000.2,710,28.3,24.0,28.4,27.3,24.6,22.6,82,75,78,316,4.4,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
501,501,2000-05-29,21:00,0.0,1001.3,1001.3,1001.1,439,27.5,24.0,28.4,27.5,24.3,23.6,81,77,81,322,4.2,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
502,502,2000-05-29,22:00,0.6,1002.1,1002.3,1001.2,71,23.4,21.6,27.6,23.4,24.0,21.5,92,80,89,31,8.7,3.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
503,503,2000-05-29,23:00,1.0,1002.9,1002.9,1002.2,-9999,23.5,22.6,23.6,23.2,22.7,21.7,95,91,95,310,4.1,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
504,504,2000-05-30,00:00,0.4,1003.0,1003.0,1002.8,-9999,23.6,22.8,23.8,23.3,22.8,22.6,96,94,95,68,1.7,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
505,505,2000-05-30,01:00,0.4,1004.1,1004.1,1003.0,-9999,23.7,23.1,23.7,23.4,23.1,22.8,97,95,97,321,-9999.0,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
506,506,2000-05-30,02:00,0.2,1004.6,1004.6,1004.1,-9999,23.7,22.9,23.8,23.7,23.1,22.8,96,95,95,325,2.8,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
507,507,2000-05-30,03:00,0.0,1004.6,1004.7,1004.6,-9999,23.5,22.5,23.7,23.5,22.9,22.5,95,94,94,335,2.2,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
508,508,2000-05-30,04:00,0.0,1004.1,1004.6,1004.1,-9999,23.2,22.3,23.5,23.1,22.5,22.3,96,94,95,306,2.2,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
509,509,2000-05-30,05:00,0.0,1003.4,1004.1,1003.4,-9999,23.0,22.2,23.2,23.0,22.3,22.2,95,94,95,301,1.5,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
510,510,2000-05-30,06:00,0.0,1002.6,1003.4,1002.6,-9999,23.1,22.1,23.2,22.9,22.3,21.9,96,93,94,311,1.4,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
511,511,2000-05-30,07:00,0.0,1002.1,1002.6,1002.1,-9999,23.1,22.1,23.1,23.0,22.2,22.0,95,94,94,304,1.8,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
512,512,2000-05-30,08:00,0.0,1002.4,1002.4,1002.1,-9999,22.9,22.1,23.2,22.9,22.2,22.0,96,93,96,262,1.7,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
513,513,2000-05-30,09:00,0.0,1003.1,1003.1,1002.4,-9999,23.0,22.3,23.1,22.7,22.3,22.1,97,94,96,276,1.1,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
514,514,2000-05-30,10:00,0.0,1003.9,1003.9,1003.1,-9999,22.6,22.0,23.0,22.6,22.3,22.0,97,95,96,276,1.1,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
515,515,2000-05-30,11:00,0.0,1004.6,1004.6,1003.9,253,24.8,22.4,24.8,22.5,22.6,21.9,97,86,86,10,0.7,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
516,516,2000-05-30,12:00,0.0,1005.5,1005.5,1004.6,1013,26.7,22.7,26.7,24.7,23.3,22.2,89,79,79,83,2.3,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
517,517,2000-05-30,13:00,0.0,1005.9,1005.9,1005.6,1679,27.6,22.8,27.7,26.4,23.9,22.4,85,73,75,107,2.1,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
518,518,2000-05-30,14:00,0.0,1006.3,1006.3,1005.9,2395,28.4,23.0,28.5,27.6,23.9,21.7,79,69,73,100,3.4,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
519,519,2000-05-30,15:00,0.0,1006.1,1006.3,1006.1,2968,29.0,23.1,29.1,28.2,23.9,22.7,77,69,71,115,4.0,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
520,520,2000-05-30,16:00,0.0,1005.3,1006.1,1005.3,3095,29.5,23.1,30.0,28.8,23.8,21.9,74,64,68,86,3.6,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
521,521,2000-05-30,17:00,0.0,1003.9,1005.3,1003.9,3113,29.9,23.3,29.9,28.8,23.5,22.4,72,65,68,111,3.8,2.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
522,522,2000-05-30,18:00,0.0,1002.7,1003.9,1002.7,2875,29.9,23.4,30.2,29.7,23.4,22.3,68,63,68,95,4.4,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
523,523,2000-05-30,19:00,0.0,1001.7,1002.7,1001.7,2470,30.0,23.8,30.4,29.8,24.0,22.5,71,64,69,101,5.5,3.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
524,524,2000-05-30,20:00,0.0,1001.4,1001.8,1001.4,1682,28.6,22.0,30.4,28.6,23.7,21.4,69,63,68,138,9.1,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
525,525,2000-05-30,21:00,0.0,1001.7,1001.7,1001.1,378,27.3,23.2,28.4,27.3,23.7,22.1,80,69,78,138,5.3,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
526,526,2000-05-30,22:00,0.0,1001.8,1001.9,1001.6,71,26.1,23.7,27.3,26.1,24.0,22.6,87,76,87,139,3.4,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
527,527,2000-05-30,23:00,0.0,1002.3,1002.3,1001.8,-9999,25.3,23.1,26.1,25.3,23.8,22.6,88,83,88,137,2.8,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
528,528,2000-05-31,00:00,0.0,1003.4,1003.4,1002.4,-9999,25.2,23.2,25.3,24.8,23.2,22.7,91,87,89,14,1.2,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
529,529,2000-05-31,01:00,0.0,1004.0,1004.0,1003.4,-9999,24.3,23.2,25.4,24.3,23.4,22.7,93,85,93,26,1.1,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
530,530,2000-05-31,02:00,0.0,1004.6,1004.6,1004.0,-9999,25.0,23.1,25.5,24.3,23.4,22.9,94,87,90,147,2.0,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
531,531,2000-05-31,03:00,0.0,1004.4,1004.6,1004.4,-9999,24.6,23.5,25.4,24.5,23.6,23.1,94,88,94,158,1.6,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
532,532,2000-05-31,04:00,0.0,1004.4,1004.4,1004.3,-9999,24.7,23.4,24.8,24.5,23.7,23.4,95,92,92,131,1.7,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
533,533,2000-05-31,05:00,0.0,1004.0,1004.4,1004.0,-9999,24.9,23.7,25.6,24.8,23.8,23.2,93,88,93,314,1.4,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
534,534,2000-05-31,06:00,0.0,1003.6,1004.0,1003.6,-9999,24.8,23.7,25.2,24.6,23.8,23.5,95,91,94,5,1.0,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
535,535,2000-05-31,07:00,0.0,1003.5,1003.6,1003.5,-9999,24.5,23.8,24.9,24.5,23.8,23.6,96,93,96,350,0.8,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
536,536,2000-05-31,08:00,0.0,1003.7,1003.8,1003.5,-9999,24.2,23.5,24.5,24.2,23.8,23.5,97,95,96,280,0.8,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
537,537,2000-05-31,09:00,0.0,1004.1,1004.1,1003.7,-9999,24.1,23.5,24.6,24.1,23.8,23.5,97,95,97,308,1.2,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
538,538,2000-05-31,10:00,0.0,1004.7,1004.7,1004.1,-9999,23.9,23.4,24.1,23.8,23.6,23.3,98,97,97,326,1.0,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
539,539,2000-05-31,11:00,0.0,1005.5,1005.5,1004.7,138,24.7,24.1,24.7,23.9,24.1,23.3,97,96,96,280,1.4,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
540,540,2000-05-31,12:00,0.0,1006.2,1006.2,1005.5,905,27.5,24.5,27.8,24.8,24.6,24.1,97,81,84,118,1.3,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
541,541,2000-05-31,13:00,0.0,1006.3,1006.4,1006.2,1432,29.4,24.3,29.4,27.5,25.1,23.5,85,73,74,67,1.8,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
542,542,2000-05-31,14:00,0.0,1006.2,1006.4,1006.2,2392,29.7,23.9,29.8,28.9,24.7,22.4,77,67,71,120,3.4,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
543,543,2000-05-31,15:00,0.0,1006.0,1006.3,1006.0,2727,30.3,24.5,30.4,29.1,24.9,23.9,76,70,71,110,3.6,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
544,544,2000-05-31,16:00,0.0,1005.0,1006.0,1005.0,3158,30.3,24.6,30.6,29.9,24.7,23.5,73,67,72,97,3.9,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
545,545,2000-05-31,17:00,0.0,1003.8,1005.0,1003.8,3118,31.0,23.4,31.7,30.4,24.8,22.8,70,60,64,120,3.9,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
546,546,2000-05-31,18:00,0.0,1002.6,1003.7,1002.6,2826,31.1,22.8,31.7,31.0,24.2,22.0,66,58,61,74,3.8,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
547,547,2000-05-31,19:00,0.0,1001.4,1002.6,1001.4,2374,31.9,23.4,31.9,31.1,23.5,22.2,62,58,61,143,3.9,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
548,548,2000-05-31,20:00,0.0,1001.3,1001.5,1001.2,1793,30.9,23.2,32.4,30.9,23.6,22.6,64,58,63,94,3.4,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
549,549,2000-05-31,21:00,0.0,1001.2,1001.4,1001.1,929,30.2,22.0,31.1,30.2,23.3,21.4,64,58,61,73,4.2,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
550,550,2000-05-31,22:00,0.0,1001.7,1001.7,1001.2,139,27.9,23.2,30.2,27.9,23.3,21.8,76,61,76,33,3.8,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
551,551,2000-05-31,23:00,0.0,1002.5,1002.5,1001.8,-9999,27.1,22.4,27.8,26.6,23.3,22.3,81,75,76,19,3.2,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
552,552,2000-06-01,00:00,0.0,1003.3,1003.3,1002.5,-9999,26.8,22.2,27.4,26.7,23.3,22.2,81,73,76,28,2.7,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
553,553,2000-06-01,01:00,0.0,1004.0,1004.1,1003.3,-9999,26.0,22.0,26.8,25.9,22.6,21.8,81,75,79,34,2.4,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
554,554,2000-06-01,02:00,0.0,1004.7,1004.7,1004.0,-9999,24.6,22.7,26.1,24.6,22.8,21.7,89,78,89,51,0.9,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
555,555,2000-06-01,03:00,0.0,1004.7,1004.8,1004.6,-9999,24.7,22.5,25.0,24.2,22.8,22.1,90,85,88,334,2.1,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
556,556,2000-06-01,04:00,0.0,1004.5,1004.8,1004.5,-9999,25.2,23.0,25.2,24.4,23.0,22.5,90,85,87,323,1.8,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
557,557,2000-06-01,05:00,0.0,1004.0,1004.5,1003.9,-9999,24.6,22.9,25.1,24.6,23.0,22.6,90,87,90,275,1.5,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
558,558,2000-06-01,06:00,0.0,1003.2,1004.0,1003.2,-9999,24.9,22.6,25.1,24.7,22.9,22.6,89,86,87,294,1.9,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
559,559,2000-06-01,07:00,0.0,1003.3,1003.3,1003.2,-9999,24.8,22.7,25.0,24.6,22.8,22.4,89,86,88,13,1.8,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
560,560,2000-06-01,08:00,0.0,1003.1,1003.3,1003.1,-9999,24.2,22.7,24.8,24.1,23.0,22.5,93,87,92,300,84.5,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
561,561,2000-06-01,09:00,0.0,1003.6,1003.6,1003.1,-9999,23.6,22.7,24.1,23.5,22.8,22.7,95,92,94,298,0.8,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
562,562,2000-06-01,10:00,0.0,1004.2,1004.2,1003.6,-9999,23.4,22.6,23.7,23.2,22.8,22.5,96,94,96,286,1.1,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
563,563,2000-06-01,11:00,0.0,1005.2,1005.2,1004.2,193,25.0,23.7,25.0,23.4,23.7,22.6,96,90,92,146,1.6,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
564,564,2000-06-01,12:00,0.0,1006.1,1006.1,1005.2,390,26.2,24.4,26.5,25.2,24.5,22.9,91,81,90,155,2.8,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
565,565,2000-06-01,13:00,0.0,1006.6,1006.6,1006.1,793,27.6,23.9,27.6,26.2,24.6,23.7,90,80,80,176,1.6,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
566,566,2000-06-01,14:00,0.0,1006.5,1006.6,1006.4,2335,29.6,24.8,29.8,27.6,25.1,23.5,83,72,75,117,4.2,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
567,567,2000-06-01,15:00,0.0,1005.8,1006.5,1005.8,2265,29.9,24.9,30.0,28.7,25.6,23.8,80,72,74,141,4.0,2.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
568,568,2000-06-01,16:00,0.0,1004.8,1005.8,1004.8,2905,30.5,24.5,30.5,29.0,25.3,24.0,80,70,70,183,4.0,2.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
569,569,2000-06-01,17:00,0.0,1004.0,1004.8,1003.9,2198,28.5,23.5,31.1,28.5,25.3,22.8,74,67,74,187,5.4,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
570,570,2000-06-01,18:00,0.0,1003.1,1004.0,1003.0,1393,28.9,23.2,29.4,27.8,24.3,22.5,79,67,71,203,4.0,2.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
571,571,2000-06-01,19:00,2.4,1002.3,1003.2,1002.3,598,25.8,23.7,28.8,25.4,24.6,23.0,92,71,89,249,6.1,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
572,572,2000-06-01,20:00,3.2,1003.7,1003.7,1002.3,120,23.6,23.0,26.4,23.6,24.7,22.8,96,86,96,164,6.1,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
573,573,2000-06-01,21:00,0.0,1003.6,1004.1,1003.6,144,23.3,22.3,23.7,23.3,23.1,22.1,96,92,94,156,3.7,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
574,574,2000-06-01,22:00,0.0,1003.6,1003.9,1003.6,48,23.6,22.4,23.8,23.3,22.7,22.0,95,90,93,39,1.5,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
575,575,2000-06-01,23:00,0.0,1003.8,1003.8,1003.6,-9999,23.8,22.6,23.8,23.2,22.8,22.4,96,93,93,13,1.7,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
576,576,2000-06-02,00:00,0.0,1004.9,1004.9,1003.8,-9999,23.4,22.7,23.8,23.4,22.8,22.5,96,93,96,188,1.5,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
577,577,2000-06-02,01:00,0.0,1005.8,1005.8,1004.9,-9999,23.6,23.1,23.7,23.3,23.1,22.7,97,96,97,291,0.9,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
578,578,2000-06-02,02:00,0.0,1006.4,1006.4,1005.8,-9999,23.9,23.0,24.0,23.6,23.1,23.0,97,94,95,317,1.7,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
579,579,2000-06-02,03:00,0.0,1006.8,1006.8,1006.4,-9999,23.7,22.9,23.9,23.7,23.1,22.8,95,94,95,326,2.6,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
580,580,2000-06-02,04:00,0.0,1006.5,1006.7,1006.4,-9999,23.5,22.7,23.8,23.4,22.9,22.7,96,95,96,316,3.4,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
581,581,2000-06-02,05:00,0.0,1005.9,1006.5,1005.9,-9999,23.2,22.5,23.4,23.2,22.7,22.5,96,95,96,317,3.9,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
582,582,2000-06-02,06:00,0.0,1005.5,1005.9,1005.5,-9999,23.3,22.6,23.3,23.2,22.6,22.5,96,96,96,325,2.8,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
583,583,2000-06-02,07:00,0.0,1005.5,1005.5,1005.3,-9999,23.3,22.6,23.3,23.2,22.6,22.5,96,96,96,322,2.5,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
584,584,2000-06-02,08:00,0.0,1005.8,1005.8,1005.5,-9999,23.2,22.7,23.3,23.1,22.8,22.5,97,95,97,179,1.8,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
585,585,2000-06-02,09:00,0.0,1005.8,1005.9,1005.7,-9999,23.8,22.8,23.8,23.2,23.0,22.7,97,94,94,342,1.7,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
586,586,2000-06-02,10:00,0.2,1005.5,1005.8,1005.4,-9999,23.5,22.6,23.7,23.5,22.9,22.5,96,94,94,328,2.3,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
587,587,2000-06-02,11:00,0.0,1006.0,1006.0,1005.5,124,23.6,22.7,23.6,23.4,22.7,22.5,96,94,95,338,2.6,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
588,588,2000-06-02,12:00,0.0,1006.8,1006.8,1006.0,788,25.2,23.3,25.2,23.6,23.4,22.7,95,89,89,324,2.8,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
589,589,2000-06-02,13:00,0.0,1007.2,1007.2,1006.8,1463,27.1,22.7,27.2,25.4,23.5,22.7,89,76,76,26,2.7,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
590,590,2000-06-02,14:00,0.0,1007.5,1007.5,1007.2,2507,28.8,23.5,28.9,27.1,24.6,22.8,80,73,73,94,3.4,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
591,591,2000-06-02,15:00,0.0,1007.2,1007.6,1007.1,2818,29.9,22.4,29.9,28.4,23.9,21.7,74,63,64,61,4.8,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
592,592,2000-06-02,16:00,0.0,1006.2,1007.1,1006.2,3170,29.9,23.6,30.4,29.5,24.1,22.0,72,62,69,132,4.5,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
593,593,2000-06-02,17:00,0.0,1005.2,1006.2,1005.2,3172,30.4,23.3,30.7,29.8,23.6,22.3,69,62,66,90,5.4,2.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
594,594,2000-06-02,18:00,0.0,1004.6,1005.2,1004.6,1344,26.1,22.9,30.6,26.1,23.7,22.5,83,65,83,63,10.3,3.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
595,595,2000-06-02,19:00,0.0,1003.9,1004.6,1003.9,980,26.5,21.7,26.6,25.9,23.0,21.6,84,74,75,84,6.1,3.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
596,596,2000-06-02,20:00,0.0,1003.9,1004.1,1003.9,821,26.1,21.8,26.5,26.0,22.1,21.3,78,74,78,83,6.4,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
597,597,2000-06-02,21:00,0.0,1003.4,1003.9,1003.4,670,25.5,21.8,26.7,25.5,22.1,21.3,81,73,80,84,4.7,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
598,598,2000-06-02,22:00,0.0,1004.0,1004.1,1003.4,80,25.2,22.2,25.5,25.2,22.2,21.6,84,79,83,76,4.6,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
599,599,2000-06-02,23:00,0.0,1004.6,1004.6,1004.0,-9999,24.9,22.5,25.2,24.7,22.5,22.2,87,83,86,132,3.0,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
600,600,2000-06-03,00:00,0.0,1005.0,1005.0,1004.6,-9999,25.2,22.2,25.3,24.9,22.4,21.8,86,82,84,93,4.1,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
601,601,2000-06-03,01:00,0.0,1005.8,1005.8,1005.0,-9999,25.1,22.4,25.3,25.0,22.4,22.2,85,83,85,71,3.4,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
602,602,2000-06-03,02:00,0.0,1006.5,1006.5,1005.8,-9999,24.9,22.8,25.1,24.9,22.8,22.3,88,85,88,68,2.5,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
603,603,2000-06-03,03:00,0.0,1006.4,1006.6,1006.4,-9999,25.4,22.8,25.4,24.9,23.0,22.8,89,86,86,96,3.4,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
604,604,2000-06-03,04:00,0.0,1006.1,1006.4,1006.1,-9999,25.5,22.6,25.5,25.4,22.9,22.6,86,84,84,89,4.1,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
605,605,2000-06-03,05:00,0.0,1005.6,1006.0,1005.6,-9999,25.6,22.3,25.6,25.5,22.7,22.0,84,81,82,86,4.2,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
606,606,2000-06-03,06:00,0.0,1005.1,1005.6,1005.1,-9999,25.2,21.7,25.6,25.2,22.8,21.7,86,81,81,57,2.7,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
607,607,2000-06-03,07:00,0.0,1004.8,1005.1,1004.8,-9999,24.0,22.1,25.2,24.0,22.2,21.6,89,81,89,28,2.5,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
608,608,2000-06-03,08:00,0.0,1005.0,1005.0,1004.8,-9999,23.6,21.4,24.0,23.6,22.1,21.4,89,87,88,22,2.4,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
609,609,2000-06-03,09:00,0.0,1005.5,1005.5,1005.0,-9999,22.5,21.6,23.6,22.3,21.8,21.3,96,87,95,321,1.4,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
610,610,2000-06-03,10:00,0.0,1006.0,1006.0,1005.5,-9999,22.4,21.5,22.7,22.3,21.6,21.4,96,93,95,303,2.0,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
611,611,2000-06-03,11:00,0.0,1006.6,1006.6,1006.0,211,24.4,22.1,24.4,22.2,22.3,21.5,96,87,87,38,0.8,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
612,612,2000-06-03,12:00,0.0,1007.6,1007.6,1006.7,982,27.0,22.4,27.0,24.5,22.8,21.9,86,76,76,91,2.7,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
