,index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
735,735,2000-06-08,15:00,0.0,1007.8,1008.2,1007.8,2857,30.4,23.5,30.5,29.8,24.0,23.0,71,65,67,115,3.7,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
736,736,2000-06-08,16:00,0.0,1007.1,1007.8,1007.1,3105,30.7,23.0,31.0,30.2,24.1,22.6,69,63,64,103,3.9,2.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
737,737,2000-06-08,17:00,0.0,1006.1,1007.0,1006.1,3103,31.0,22.6,31.3,30.6,23.8,22.6,67,60,61,99,3.8,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
738,738,2000-06-08,18:00,0.0,1004.8,1006.0,1004.8,2855,31.3,22.9,31.5,30.9,23.5,22.4,64,59,61,92,4.0,2.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
739,739,2000-06-08,19:00,0.0,1004.0,1004.8,1004.0,2374,31.7,22.9,31.9,31.2,23.4,22.1,62,56,60,102,4.5,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
740,740,2000-06-08,20:00,0.0,1003.4,1004.0,1003.4,1696,31.8,22.5,32.2,31.4,23.4,21.8,61,55,58,91,3.8,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
741,741,2000-06-08,21:00,0.0,1003.3,1003.4,1003.2,963,30.7,22.3,31.7,30.7,22.9,22.0,62,57,61,78,3.8,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
742,742,2000-06-08,22:00,0.0,1003.6,1003.6,1003.3,185,29.1,22.2,30.7,29.1,22.3,21.8,66,59,66,69,3.0,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
743,743,2000-06-08,23:00,0.0,1003.9,1003.9,1003.6,-9999,27.5,22.8,29.0,27.5,23.0,22.1,76,67,76,71,2.4,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
744,744,2000-06-09,00:00,0.0,1004.5,1004.5,1003.9,-9999,26.4,23.4,27.4,26.4,23.5,22.7,83,76,83,72,1.7,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
745,745,2000-06-09,01:00,0.0,1005.2,1005.2,1004.5,-9999,26.8,23.8,27.0,25.6,23.8,23.0,89,81,84,27,1.3,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
746,746,2000-06-09,02:00,0.0,1005.8,1005.9,1005.2,-9999,26.4,22.0,26.9,25.9,23.8,22.0,87,75,77,33,2.0,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
747,747,2000-06-09,03:00,0.0,1005.8,1005.9,1005.8,-9999,24.7,22.4,26.4,24.7,22.5,21.8,87,76,87,5,1.7,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
748,748,2000-06-09,04:00,0.0,1005.8,1006.0,1005.8,-9999,25.6,21.8,25.6,24.1,22.6,21.8,91,80,80,41,1.2,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
749,749,2000-06-09,05:00,0.0,1005.1,1005.8,1005.1,-9999,23.6,22.4,25.6,23.5,22.5,21.9,93,80,93,33,1.1,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
750,750,2000-06-09,06:00,0.0,1005.0,1005.1,1005.0,-9999,23.4,22.1,23.8,23.3,22.5,22.0,95,90,92,128,1.1,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
751,751,2000-06-09,07:00,0.0,1004.7,1005.0,1004.7,-9999,23.5,22.5,23.7,23.0,22.7,22.0,96,92,94,42,0.9,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
752,752,2000-06-09,08:00,0.0,1004.7,1004.8,1004.6,-9999,23.4,22.6,23.6,23.2,23.0,22.4,96,94,95,8,0.9,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
753,753,2000-06-09,09:00,0.0,1004.8,1004.8,1004.6,-9999,24.3,23.1,24.3,23.3,23.3,22.5,97,94,94,93,47.6,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
754,754,2000-06-09,10:00,0.0,1005.6,1005.6,1004.9,-9999,23.5,22.9,25.0,23.5,23.4,22.7,96,89,96,277,55.3,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
755,755,2000-06-09,11:00,0.0,1006.5,1006.5,1005.6,204,26.2,24.2,26.2,23.5,24.2,22.8,97,89,89,84,1.1,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
756,756,2000-06-09,12:00,0.0,1007.3,1007.3,1006.5,866,28.1,24.5,28.1,26.3,24.9,24.2,88,81,81,95,2.5,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
757,757,2000-06-09,13:00,0.0,1007.8,1007.9,1007.4,1649,28.9,24.4,28.9,27.8,24.9,24.1,83,76,77,94,3.2,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
758,758,2000-06-09,14:00,0.0,1007.7,1007.9,1007.7,2111,29.1,24.3,29.5,28.5,25.0,23.9,78,74,75,90,3.6,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
759,759,2000-06-09,15:00,0.0,1007.1,1007.7,1007.1,2495,30.3,23.2,30.5,28.9,24.8,23.2,76,66,66,101,4.5,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
760,760,2000-06-09,16:00,0.0,1006.4,1007.1,1006.4,3128,31.0,23.5,31.0,30.3,24.2,23.0,69,63,64,108,4.0,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
761,761,2000-06-09,17:00,0.0,1005.5,1006.3,1005.5,2427,30.1,22.9,31.9,30.0,24.1,22.4,70,59,65,167,5.3,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
762,762,2000-06-09,18:00,0.0,1004.3,1005.5,1004.2,3140,31.6,23.3,31.8,30.3,24.0,22.5,68,59,61,123,4.7,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
763,763,2000-06-09,19:00,0.0,1003.6,1004.3,1003.5,2816,32.4,22.8,32.4,31.5,23.9,22.5,62,57,57,119,5.8,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
764,764,2000-06-09,20:00,0.0,1003.3,1003.6,1003.3,1898,31.3,21.8,32.9,31.3,22.7,21.5,59,52,57,99,6.3,2.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
765,765,2000-06-09,21:00,0.0,1003.4,1003.5,1003.3,770,29.5,23.0,31.4,29.5,23.1,21.8,68,58,68,94,36.3,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
766,766,2000-06-09,22:00,0.0,1003.8,1003.8,1003.3,48,28.5,23.6,29.5,28.2,24.2,22.9,78,68,75,90,2.5,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
767,767,2000-06-09,23:00,0.0,1004.3,1004.3,1003.7,-9999,28.2,23.3,28.5,28.0,24.0,23.2,78,73,75,35,2.2,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
768,768,2000-06-10,00:00,0.0,1004.8,1004.8,1004.3,-9999,26.5,23.5,28.2,26.3,24.2,22.8,86,73,84,33,1.9,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
769,769,2000-06-10,01:00,0.0,1005.5,1005.5,1004.8,-9999,25.6,23.8,26.7,25.5,24.2,23.5,91,84,90,1,0.9,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
770,770,2000-06-10,02:00,0.0,1006.2,1006.2,1005.6,-9999,25.5,23.8,25.6,25.4,24.1,23.6,91,89,91,336,1.0,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
771,771,2000-06-10,03:00,0.0,1006.1,1006.2,1006.1,-9999,25.3,23.6,26.0,25.2,23.8,23.3,92,87,90,332,1.1,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
772,772,2000-06-10,04:00,0.0,1005.8,1006.1,1005.8,-9999,24.7,23.6,25.3,24.6,23.7,23.4,94,90,94,305,1.0,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
773,773,2000-06-10,05:00,0.0,1005.6,1005.8,1005.6,-9999,24.6,23.3,25.1,24.4,23.6,23.0,94,88,92,331,1.2,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
774,774,2000-06-10,06:00,0.0,1005.0,1005.6,1005.0,-9999,24.2,22.9,24.6,24.1,23.3,22.8,93,91,93,303,0.6,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
775,775,2000-06-10,07:00,0.0,1004.8,1005.0,1004.8,-9999,23.7,22.8,24.2,23.6,22.9,22.7,95,92,95,311,0.6,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
776,776,2000-06-10,08:00,0.0,1005.1,1005.2,1004.7,-9999,23.5,22.7,23.9,23.5,22.9,22.6,95,93,95,349,82.2,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
777,777,2000-06-10,09:00,0.0,1005.6,1005.6,1005.1,-9999,23.5,22.4,23.9,23.4,22.7,22.4,96,92,93,34,77.8,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
778,778,2000-06-10,10:00,0.0,1006.1,1006.1,1005.6,-9999,23.6,22.2,24.0,23.4,22.4,22.0,93,89,92,35,1.2,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
779,779,2000-06-10,11:00,0.0,1006.6,1006.6,1006.1,175,25.8,22.3,25.9,23.5,22.5,22.0,92,80,81,38,3.1,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
780,780,2000-06-10,12:00,0.0,1007.0,1007.1,1006.6,926,27.7,23.5,27.8,25.7,23.6,22.2,82,77,78,99,3.5,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
781,781,2000-06-10,13:00,0.0,1007.3,1007.3,1007.0,1694,28.7,23.5,28.8,27.6,23.5,22.8,78,71,73,96,4.6,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
782,782,2000-06-10,14:00,0.0,1007.3,1007.4,1007.3,2337,29.9,23.6,30.0,28.8,24.2,23.3,75,69,69,111,4.8,2.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
783,783,2000-06-10,15:00,0.0,1006.8,1007.3,1006.8,2828,30.5,23.4,30.5,29.9,24.2,22.8,70,64,66,99,4.8,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
784,784,2000-06-10,16:00,0.0,1006.1,1006.9,1006.1,3076,31.1,23.7,31.2,30.5,24.2,23.0,68,63,65,103,4.1,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
785,785,2000-06-10,17:00,0.0,1004.9,1006.1,1004.9,3081,31.2,22.8,31.5,30.9,24.0,22.5,65,60,61,79,4.7,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
786,786,2000-06-10,18:00,0.0,1003.9,1004.9,1003.9,2433,31.2,23.1,32.0,30.5,23.8,22.3,65,58,62,78,5.2,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
787,787,2000-06-10,19:00,0.0,1003.0,1003.9,1003.0,2601,32.0,23.9,32.5,31.1,24.0,22.0,63,56,62,146,3.8,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
788,788,2000-06-10,20:00,0.0,1002.9,1003.0,1002.8,1366,29.4,23.9,32.1,29.0,24.0,22.9,74,59,72,179,4.4,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
789,789,2000-06-10,21:00,0.0,1002.7,1002.9,1002.7,918,29.7,23.7,29.7,28.9,24.1,22.9,72,69,70,196,3.4,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
790,790,2000-06-10,22:00,0.0,1003.2,1003.2,1002.8,241,28.6,23.5,30.0,28.5,23.7,23.0,74,67,74,78,2.2,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
791,791,2000-06-10,23:00,0.0,1004.1,1004.1,1003.3,-9999,28.0,23.6,28.6,27.0,24.3,23.4,83,74,77,64,1.7,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
792,792,2000-06-11,00:00,0.0,1005.1,1005.1,1004.1,-9999,28.1,22.5,28.4,27.5,24.1,22.5,80,71,71,62,4.2,2.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
793,793,2000-06-11,01:00,0.0,1006.0,1006.0,1005.1,-9999,27.2,22.9,28.1,27.2,22.9,21.9,77,69,77,66,4.9,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
794,794,2000-06-11,02:00,0.0,1006.3,1006.4,1006.0,-9999,26.9,23.1,27.2,26.8,23.4,22.9,81,77,80,45,4.4,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
795,795,2000-06-11,03:00,0.0,1006.4,1006.5,1006.3,-9999,25.9,23.1,26.8,25.9,23.3,23.0,85,80,85,5,3.0,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
796,796,2000-06-11,04:00,0.0,1006.1,1006.4,1006.1,-9999,24.4,23.2,25.9,24.3,23.2,23.0,93,84,93,337,1.9,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
797,797,2000-06-11,05:00,0.0,1005.5,1006.1,1005.5,-9999,24.0,23.2,24.4,23.9,23.2,23.0,95,93,95,5,0.6,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
798,798,2000-06-11,06:00,0.0,1005.1,1005.5,1005.1,-9999,25.9,23.3,25.9,24.0,23.5,23.2,95,86,86,42,3.2,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
799,799,2000-06-11,07:00,0.0,1004.8,1005.0,1004.8,-9999,25.4,23.1,25.9,25.4,23.4,23.1,88,86,87,16,2.5,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
800,800,2000-06-11,08:00,0.0,1004.8,1004.8,1004.7,-9999,25.1,22.8,25.4,25.1,23.1,22.8,87,86,87,29,2.6,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
801,801,2000-06-11,09:00,0.0,1005.1,1005.1,1004.8,-9999,25.1,22.8,25.2,25.0,22.9,22.7,88,86,87,32,2.8,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
802,802,2000-06-11,10:00,0.0,1005.5,1005.5,1005.2,-9999,25.1,22.8,25.2,25.0,22.9,22.7,88,86,87,27,2.6,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
803,803,2000-06-11,11:00,0.0,1006.0,1006.0,1005.5,120,26.0,23.0,26.0,25.1,23.3,22.8,88,84,84,36,2.2,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
804,804,2000-06-11,12:00,0.0,1006.7,1006.7,1006.0,771,28.1,23.7,28.1,26.0,23.7,23.0,85,76,77,78,4.4,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
805,805,2000-06-11,13:00,0.0,1007.3,1007.3,1006.8,1753,28.9,23.3,29.0,28.0,23.7,23.2,77,72,72,88,6.3,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
806,806,2000-06-11,14:00,0.0,1007.4,1007.4,1007.1,1394,28.3,23.3,29.3,28.0,23.8,23.0,75,71,74,94,4.4,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
807,807,2000-06-11,15:00,0.0,1007.2,1007.4,1007.2,1880,28.7,23.1,30.0,28.3,24.2,22.8,76,67,72,100,5.5,3.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
808,808,2000-06-11,16:00,0.0,1006.2,1007.2,1006.2,1662,29.5,22.5,29.8,28.5,23.7,22.5,74,66,66,104,5.4,2.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
809,809,2000-06-11,17:00,0.0,1005.1,1006.2,1005.1,2806,31.0,23.2,31.1,29.6,23.6,22.6,69,62,63,117,4.8,2.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
810,810,2000-06-11,18:00,0.0,1003.2,1005.1,1003.2,2784,30.8,23.1,31.4,30.8,24.3,22.9,67,62,64,123,4.0,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
811,811,2000-06-11,19:00,0.0,1002.5,1003.2,1002.4,2384,31.4,23.3,31.5,30.8,23.6,22.5,65,60,62,89,4.8,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
812,812,2000-06-11,20:00,0.0,1002.2,1002.6,1002.2,1748,31.4,22.7,31.5,31.1,23.2,22.2,62,59,60,85,4.1,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
813,813,2000-06-11,21:00,0.0,1002.4,1002.5,1002.2,1047,30.8,22.9,31.5,30.8,23.2,22.3,63,58,63,91,3.4,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
814,814,2000-06-11,22:00,0.0,1003.2,1003.2,1002.3,235,28.2,22.9,30.9,28.2,23.3,21.9,74,60,73,157,2.7,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
815,815,2000-06-11,23:00,0.0,1003.8,1003.8,1003.2,-9999,26.0,23.9,28.2,26.0,24.1,23.0,88,74,88,54,18.0,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
816,816,2000-06-12,00:00,0.0,1004.8,1004.8,1003.8,-9999,26.4,23.4,26.5,25.3,24.0,23.4,91,83,84,173,1.6,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
817,817,2000-06-12,01:00,0.0,1005.5,1005.5,1004.9,-9999,27.1,23.4,27.1,26.3,23.8,23.3,85,80,80,133,1.5,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
818,818,2000-06-12,02:00,0.0,1005.5,1005.6,1005.5,-9999,25.7,24.0,27.1,25.4,24.1,23.3,92,80,90,260,1.9,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
819,819,2000-06-12,03:00,0.0,1005.6,1005.6,1005.4,-9999,25.3,23.7,26.1,25.2,24.1,23.4,93,85,91,4,1.2,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
820,820,2000-06-12,04:00,0.0,1005.7,1005.9,1005.6,-9999,25.8,23.9,26.5,24.9,23.9,23.5,93,84,89,263,2.4,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
821,821,2000-06-12,05:00,0.0,1005.1,1005.7,1005.1,-9999,25.5,23.8,25.8,25.1,24.0,23.4,91,87,90,146,1.1,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
822,822,2000-06-12,06:00,0.0,1004.5,1005.1,1004.5,-9999,24.5,23.6,25.5,24.5,23.8,23.6,95,90,95,322,0.8,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
823,823,2000-06-12,07:00,0.0,1004.4,1004.5,1004.0,-9999,24.2,23.6,24.4,24.1,23.7,23.4,97,95,96,330,13.0,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
824,824,2000-06-12,08:00,0.0,1004.7,1004.7,1004.4,-9999,25.5,23.1,25.5,24.2,24.0,23.0,97,86,86,17,2.3,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
825,825,2000-06-12,09:00,0.0,1004.9,1005.0,1004.7,-9999,24.3,22.9,25.5,24.3,23.0,22.5,92,84,92,331,4.2,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
826,826,2000-06-12,10:00,0.2,1005.5,1005.5,1004.9,-9999,23.9,23.0,24.3,23.8,23.1,22.8,96,92,94,34,2.5,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
827,827,2000-06-12,11:00,0.0,1006.5,1006.5,1005.4,128,24.4,23.0,24.4,23.9,23.2,22.6,95,92,92,72,2.2,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
828,828,2000-06-12,12:00,2.0,1006.9,1007.0,1006.5,907,26.1,22.6,26.2,24.1,24.0,22.3,94,79,81,66,4.7,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
829,829,2000-06-12,13:00,0.0,1007.1,1007.1,1006.8,1376,26.8,22.4,27.5,25.8,22.8,20.8,82,69,77,100,2.2,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
830,830,2000-06-12,14:00,0.0,1007.1,1007.3,1007.1,1136,27.5,23.2,27.9,26.7,24.2,22.3,82,74,77,172,3.8,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
831,831,2000-06-12,15:00,0.8,1006.7,1007.1,1006.7,1323,26.9,24.9,29.1,26.8,24.9,23.3,89,73,89,181,3.0,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
832,832,2000-06-12,16:00,0.0,1005.6,1006.7,1005.6,2795,30.2,25.3,30.2,26.8,25.7,23.8,91,71,75,143,3.2,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
833,833,2000-06-12,17:00,0.0,1004.5,1005.6,1004.5,3095,30.5,23.1,30.6,29.5,24.6,22.7,72,64,65,105,3.2,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
834,834,2000-06-12,18:00,0.0,1003.5,1004.5,1003.5,2568,29.6,23.5,31.2,29.5,24.6,22.9,73,62,70,176,4.4,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
835,835,2000-06-12,19:00,0.0,1002.5,1003.5,1002.4,1485,29.5,23.7,30.0,28.1,23.9,23.2,76,68,71,303,4.0,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
836,836,2000-06-12,20:00,0.0,1002.3,1002.5,1002.3,1438,28.2,23.1,29.8,28.1,23.6,22.9,74,67,74,298,5.1,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
837,837,2000-06-12,21:00,0.0,1002.5,1002.6,1002.3,244,26.5,23.5,28.2,26.5,23.7,22.8,84,73,83,302,6.7,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
838,838,2000-06-12,22:00,0.0,1002.9,1002.9,1002.3,69,25.6,22.2,26.5,25.6,23.6,22.2,84,81,81,311,3.4,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
839,839,2000-06-12,23:00,0.0,1003.4,1003.5,1002.9,-9999,25.1,22.4,25.6,24.8,22.7,22.1,88,81,85,279,2.8,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
840,840,2000-06-13,00:00,0.0,1004.3,1004.3,1003.4,-9999,24.9,22.4,25.2,24.8,22.6,22.3,87,84,86,320,2.5,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
841,841,2000-06-13,01:00,0.0,1005.1,1005.1,1004.1,-9999,24.5,22.5,24.9,24.5,22.6,22.4,89,86,89,314,2.9,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
842,842,2000-06-13,02:00,0.0,1005.6,1005.6,1005.1,-9999,24.1,22.4,24.5,24.1,22.6,22.4,91,89,90,317,3.6,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
843,843,2000-06-13,03:00,0.0,1005.4,1005.7,1005.3,-9999,24.0,22.0,24.2,24.0,22.4,22.0,90,88,89,315,3.6,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
844,844,2000-06-13,04:00,0.0,1005.1,1005.4,1005.0,-9999,23.5,22.2,23.9,23.5,22.3,22.0,92,89,92,255,3.5,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
845,845,2000-06-13,05:00,0.0,1004.3,1005.1,1004.3,-9999,23.5,22.0,23.6,23.2,22.2,22.0,94,92,92,3,2.0,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
846,846,2000-06-13,06:00,0.0,1003.8,1004.3,1003.7,-9999,22.9,22.1,23.6,22.8,22.1,22.0,95,91,95,284,2.0,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
847,847,2000-06-13,07:00,0.0,1003.5,1003.8,1003.5,-9999,23.3,22.2,23.3,23.0,22.2,22.1,95,93,93,317,3.3,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
848,848,2000-06-13,08:00,0.0,1003.7,1003.8,1003.5,-9999,23.3,22.2,23.3,23.2,22.3,22.2,94,93,94,307,3.8,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
849,849,2000-06-13,09:00,0.0,1004.0,1004.0,1003.7,-9999,23.1,22.2,23.3,23.0,22.2,22.1,95,94,94,289,2.6,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
850,850,2000-06-13,10:00,0.0,1004.6,1004.6,1004.1,-9999,22.8,22.1,23.1,22.5,22.2,21.9,97,95,96,318,1.3,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
851,851,2000-06-13,11:00,0.0,1005.3,1005.3,1004.6,268,24.4,22.3,24.4,22.6,22.5,22.0,96,88,88,300,2.4,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
852,852,2000-06-13,12:00,0.0,1006.2,1006.2,1005.3,968,25.9,22.6,25.9,24.4,22.7,22.2,88,82,82,317,4.4,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
853,853,2000-06-13,13:00,0.0,1006.4,1006.4,1006.2,1700,28.1,23.1,28.1,25.9,23.3,22.4,82,74,74,304,4.2,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
854,854,2000-06-13,14:00,0.0,1006.3,1006.4,1006.2,2158,29.4,23.6,30.0,28.1,24.0,22.4,74,65,71,127,4.5,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
855,855,2000-06-13,15:00,0.0,1006.3,1006.4,1006.2,2193,30.7,23.2,31.2,28.8,24.6,23.2,76,63,64,137,3.0,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
856,856,2000-06-13,16:00,0.0,1005.4,1006.2,1005.4,2989,30.9,23.2,30.9,29.7,24.1,22.3,69,62,64,122,3.9,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
